id,image,pixel_bbox,gps_top_left,gps_bottom_right
207,tile_11286_5472.tif,"[860, 180, 890, 201]","(238919.95687727127, 8062557.945153503)","(238920.21187727127, 8062557.766653502)"
208,tile_11286_5472.tif,"[575, 179, 604, 219]","(238917.53437727128, 8062557.953653502)","(238917.78087727126, 8062557.613653502)"
209,tile_11286_5472.tif,"[1489, 152, 1534, 185]","(238925.30337727128, 8062558.183153503)","(238925.68587727126, 8062557.902653502)"
210,tile_11286_5472.tif,"[1381, 618, 1426, 651]","(238924.38537727128, 8062554.2221535025)","(238924.76787727128, 8062553.941653502)"
211,tile_11286_7296.tif,"[1310, 884, 1345, 913]","(238939.2858772713, 8062551.961153503)","(238939.58337727128, 8062551.714653502)"
212,tile_11286_7296.tif,"[858, 489, 881, 510]","(238935.4438772713, 8062555.3186535025)","(238935.6393772713, 8062555.140153502)"
213,tile_11286_7296.tif,"[1415, 771, 1455, 808]","(238940.17837727128, 8062552.921653503)","(238940.51837727128, 8062552.607153502)"
214,tile_11286_7296.tif,"[3, 329, 35, 349]","(238928.17637727127, 8062556.678653502)","(238928.4483772713, 8062556.508653502)"
215,tile_11286_7296.tif,"[41, 300, 69, 329]","(238928.49937727128, 8062556.925153502)","(238928.7373772713, 8062556.678653502)"
216,tile_11286_9120.tif,"[1621, 512, 1647, 551]","(238957.43337727129, 8062555.123153502)","(238957.65437727128, 8062554.791653503)"
217,tile_11286_9120.tif,"[1597, 815, 1634, 863]","(238957.22937727126, 8062552.547653502)","(238957.54387727127, 8062552.139653502)"
218,tile_11286_9120.tif,"[696, 250, 736, 278]","(238949.57087727127, 8062557.350153502)","(238949.91087727126, 8062557.112153502)"
219,tile_11286_9120.tif,"[852, 556, 882, 593]","(238950.89687727127, 8062554.749153502)","(238951.15187727127, 8062554.434653502)"
220,tile_11286_9120.tif,"[81, 553, 109, 594]","(238944.34337727126, 8062554.774653503)","(238944.58137727127, 8062554.426153502)"
221,tile_12312_0.tif,"[113, 888, 149, 915]","(238867.0953772713, 8062543.206153503)","(238867.40137727128, 8062542.976653502)"
222,tile_12312_0.tif,"[1326, 809, 1371, 830]","(238877.4058772713, 8062543.877653503)","(238877.7883772713, 8062543.6991535025)"
223,tile_12312_0.tif,"[168, 770, 196, 790]","(238867.5628772713, 8062544.209153502)","(238867.80087727128, 8062544.039153502)"
224,tile_12312_0.tif,"[980, 250, 1005, 272]","(238874.4648772713, 8062548.629153502)","(238874.6773772713, 8062548.442153502)"
225,tile_12312_0.tif,"[1060, 141, 1093, 177]","(238875.1448772713, 8062549.555653502)","(238875.42537727128, 8062549.249653502)"
226,tile_12312_10944.tif,"[613, 909, 638, 929]","(238964.3693772713, 8062543.027653502)","(238964.5818772713, 8062542.857653502)"
227,tile_12312_10944.tif,"[1493, 354, 1517, 376]","(238971.84937727128, 8062547.745153503)","(238972.05337727128, 8062547.558153503)"
228,tile_12312_10944.tif,"[83, 903, 113, 937]","(238959.8643772713, 8062543.078653502)","(238960.1193772713, 8062542.789653502)"
229,tile_12312_10944.tif,"[1108, 474, 1144, 514]","(238968.5768772713, 8062546.725153502)","(238968.88287727127, 8062546.385153502)"
230,tile_12312_10944.tif,"[401, 596, 432, 618]","(238962.56737727128, 8062545.6881535025)","(238962.83087727128, 8062545.501153503)"
231,tile_12312_12768.tif,"[205, 958, 227, 982]","(238976.40537727127, 8062542.611153502)","(238976.59237727127, 8062542.407153502)"
232,tile_12312_12768.tif,"[1351, 687, 1374, 726]","(238986.14637727127, 8062544.914653502)","(238986.34187727128, 8062544.583153502)"
233,tile_12312_12768.tif,"[1596, 132, 1625, 154]","(238988.22887727126, 8062549.632153503)","(238988.47537727127, 8062549.445153503)"
234,tile_12312_12768.tif,"[526, 885, 561, 914]","(238979.13387727126, 8062543.231653502)","(238979.43137727128, 8062542.985153503)"
235,tile_12312_12768.tif,"[931, 846, 963, 888]","(238982.57637727127, 8062543.5631535025)","(238982.84837727126, 8062543.206153503)"
236,tile_12312_14592.tif,"[1684, 359, 1709, 382]","(239004.4808772713, 8062547.702653502)","(239004.6933772713, 8062547.507153503)"
237,tile_12312_14592.tif,"[1486, 747, 1510, 794]","(239002.79787727128, 8062544.404653503)","(239003.00187727128, 8062544.005153502)"
238,tile_12312_14592.tif,"[1158, 849, 1207, 895]","(239000.00987727128, 8062543.537653502)","(239000.4263772713, 8062543.146653502)"
239,tile_12312_14592.tif,"[1714, 693, 1748, 739]","(239004.73587727128, 8062544.863653502)","(239005.0248772713, 8062544.472653503)"
240,tile_12312_14592.tif,"[106, 769, 129, 790]","(238991.0678772713, 8062544.217653503)","(238991.2633772713, 8062544.039153502)"
241,tile_12312_16416.tif,"[753, 573, 784, 610]","(239012.07137727126, 8062545.883653502)","(239012.33487727126, 8062545.569153503)"
242,tile_12312_16416.tif,"[209, 425, 238, 474]","(239007.44737727128, 8062547.141653502)","(239007.6938772713, 8062546.725153502)"
243,tile_12312_16416.tif,"[1517, 934, 1555, 964]","(239018.56537727127, 8062542.815153503)","(239018.88837727127, 8062542.560153502)"
244,tile_12312_16416.tif,"[249, 23, 275, 62]","(239007.78737727128, 8062550.558653503)","(239008.00837727127, 8062550.227153502)"
245,tile_12312_16416.tif,"[1304, 705, 1337, 750]","(239016.75487727128, 8062544.7616535025)","(239017.03537727127, 8062544.379153502)"
246,tile_12312_1824.tif,"[207, 469, 248, 496]","(238883.39837727128, 8062546.7676535025)","(238883.74687727127, 8062546.538153502)"
247,tile_12312_1824.tif,"[1169, 259, 1209, 298]","(238891.57537727128, 8062548.552653503)","(238891.91537727127, 8062548.221153502)"
248,tile_12312_1824.tif,"[509, 204, 529, 251]","(238885.96537727126, 8062549.020153502)","(238886.13537727128, 8062548.620653503)"
249,tile_12312_1824.tif,"[19, 660, 65, 707]","(238881.80037727125, 8062545.144153503)","(238882.19137727126, 8062544.7446535025)"
250,tile_12312_1824.tif,"[735, 730, 759, 760]","(238887.88637727126, 8062544.549153502)","(238888.09037727126, 8062544.294153502)"
251,tile_12312_18240.tif,"[12, 640, 48, 673]","(239021.2768772713, 8062545.314153503)","(239021.58287727128, 8062545.033653502)"
252,tile_12312_18240.tif,"[30, 40, 57, 64]","(239021.4298772713, 8062550.414153502)","(239021.65937727128, 8062550.210153502)"
253,tile_12312_18240.tif,"[6, 699, 28, 735]","(239021.2258772713, 8062544.812653502)","(239021.4128772713, 8062544.506653503)"
254,tile_12312_18240.tif,"[28, 267, 50, 300]","(239021.4128772713, 8062548.484653503)","(239021.59987727128, 8062548.204153502)"
255,tile_12312_18240.tif,"[38, 726, 86, 769]","(239021.4978772713, 8062544.583153502)","(239021.9058772713, 8062544.217653503)"
256,tile_12312_3648.tif,"[302, 100, 339, 123]","(238899.7098772713, 8062549.904153503)","(238900.02437727127, 8062549.708653502)"
257,tile_12312_3648.tif,"[1456, 26, 1491, 52]","(238909.51887727127, 8062550.533153502)","(238909.8163772713, 8062550.312153502)"
258,tile_12312_3648.tif,"[360, 57, 386, 78]","(238900.20287727128, 8062550.269653503)","(238900.42387727127, 8062550.091153502)"
259,tile_12312_3648.tif,"[1171, 958, 1206, 991]","(238907.0963772713, 8062542.611153502)","(238907.39387727127, 8062542.330653503)"
260,tile_12312_3648.tif,"[409, 27, 439, 61]","(238900.61937727127, 8062550.524653503)","(238900.87437727128, 8062550.235653503)"
261,tile_12312_5472.tif,"[396, 106, 430, 145]","(238916.01287727128, 8062549.853153503)","(238916.30187727127, 8062549.521653502)"
262,tile_12312_5472.tif,"[402, 524, 436, 570]","(238916.06387727128, 8062546.300153502)","(238916.35287727127, 8062545.909153502)"
263,tile_12312_5472.tif,"[1089, 449, 1121, 472]","(238921.90337727126, 8062546.937653502)","(238922.17537727128, 8062546.742153502)"
264,tile_12312_5472.tif,"[575, 799, 615, 846]","(238917.53437727128, 8062543.962653503)","(238917.87437727128, 8062543.5631535025)"
265,tile_12312_5472.tif,"[1475, 608, 1514, 651]","(238925.18437727127, 8062545.586153503)","(238925.51587727127, 8062545.220653502)"
266,tile_12312_7296.tif,"[20, 130, 56, 160]","(238928.3208772713, 8062549.649153503)","(238928.62687727128, 8062549.394153503)"
267,tile_12312_7296.tif,"[123, 938, 171, 984]","(238929.1963772713, 8062542.781153502)","(238929.6043772713, 8062542.390153502)"
268,tile_12312_7296.tif,"[163, 303, 184, 334]","(238929.5363772713, 8062548.178653503)","(238929.7148772713, 8062547.9151535025)"
269,tile_12312_7296.tif,"[1011, 589, 1038, 623]","(238936.74437727127, 8062545.747653502)","(238936.9738772713, 8062545.458653502)"
270,tile_12312_7296.tif,"[927, 137, 966, 185]","(238936.0303772713, 8062549.589653502)","(238936.3618772713, 8062549.181653502)"
271,tile_12312_9120.tif,"[175, 675, 220, 711]","(238945.14237727126, 8062545.016653502)","(238945.52487727127, 8062544.7106535025)"
272,tile_12312_9120.tif,"[708, 815, 756, 861]","(238949.67287727128, 8062543.826653502)","(238950.08087727128, 8062543.435653502)"
273,tile_12312_9120.tif,"[564, 565, 605, 589]","(238948.44887727126, 8062545.951653502)","(238948.7973772713, 8062545.747653502)"
274,tile_12312_9120.tif,"[696, 843, 734, 878]","(238949.57087727127, 8062543.588653502)","(238949.89387727127, 8062543.291153503)"
275,tile_12312_9120.tif,"[1661, 964, 1698, 1003]","(238957.77337727128, 8062542.560153502)","(238958.08787727126, 8062542.228653503)"
276,tile_13338_0.tif,"[1186, 24, 1219, 48]","(238876.2158772713, 8062541.829153502)","(238876.49637727128, 8062541.625153502)"
277,tile_13338_0.tif,"[563, 42, 598, 83]","(238870.92037727128, 8062541.676153502)","(238871.2178772713, 8062541.327653502)"
278,tile_13338_0.tif,"[185, 765, 210, 810]","(238867.7073772713, 8062535.530653503)","(238867.91987727128, 8062535.1481535025)"
279,tile_13338_0.tif,"[1405, 273, 1434, 320]","(238878.0773772713, 8062539.712653503)","(238878.3238772713, 8062539.3131535025)"
280,tile_13338_0.tif,"[416, 109, 455, 138]","(238869.67087727127, 8062541.106653502)","(238870.00237727127, 8062540.860153503)"
281,tile_13338_10944.tif,"[590, 364, 617, 392]","(238964.1738772713, 8062538.939153503)","(238964.4033772713, 8062538.701153503)"
282,tile_13338_10944.tif,"[228, 590, 257, 617]","(238961.09687727128, 8062537.018153503)","(238961.3433772713, 8062536.788653502)"
283,tile_13338_10944.tif,"[737, 165, 758, 194]","(238965.42337727128, 8062540.630653502)","(238965.60187727129, 8062540.384153502)"
284,tile_13338_10944.tif,"[822, 886, 855, 916]","(238966.14587727128, 8062534.502153503)","(238966.4263772713, 8062534.247153503)"
285,tile_13338_10944.tif,"[293, 239, 318, 260]","(238961.6493772713, 8062540.001653503)","(238961.8618772713, 8062539.823153502)"
286,tile_13338_12768.tif,"[593, 262, 621, 285]","(238979.70337727127, 8062539.806153502)","(238979.9413772713, 8062539.610653503)"
287,tile_13338_12768.tif,"[814, 464, 860, 495]","(238981.58187727127, 8062538.089153502)","(238981.97287727127, 8062537.825653503)"
288,tile_13338_12768.tif,"[1307, 887, 1355, 916]","(238985.77237727126, 8062534.493653502)","(238986.1803772713, 8062534.247153503)"
289,tile_13338_12768.tif,"[9, 767, 39, 800]","(238974.73937727127, 8062535.513653503)","(238974.99437727127, 8062535.233153502)"
290,tile_13338_12768.tif,"[1743, 884, 1778, 933]","(238989.47837727127, 8062534.519153503)","(238989.77587727128, 8062534.1026535025)"
291,tile_13338_14592.tif,"[342, 28, 386, 73]","(238993.0738772713, 8062541.795153502)","(238993.44787727128, 8062541.412653502)"
292,tile_13338_14592.tif,"[1669, 568, 1698, 594]","(239004.3533772713, 8062537.2051535025)","(239004.59987727128, 8062536.984153503)"
293,tile_13338_14592.tif,"[1101, 459, 1143, 488]","(238999.5253772713, 8062538.131653503)","(238999.88237727128, 8062537.885153502)"
294,tile_13338_14592.tif,"[114, 465, 149, 514]","(238991.1358772713, 8062538.080653503)","(238991.43337727129, 8062537.664153502)"
295,tile_13338_14592.tif,"[838, 693, 867, 713]","(238997.28987727128, 8062536.1426535025)","(238997.5363772713, 8062535.972653503)"
296,tile_13338_16416.tif,"[1768, 867, 1817, 907]","(239020.69887727126, 8062534.663653502)","(239021.1153772713, 8062534.323653502)"
297,tile_13338_16416.tif,"[735, 696, 779, 718]","(239011.91837727127, 8062536.117153502)","(239012.29237727128, 8062535.930153502)"
298,tile_13338_16416.tif,"[987, 936, 1017, 974]","(239014.06037727126, 8062534.077153503)","(239014.31537727127, 8062533.754153502)"
299,tile_13338_16416.tif,"[1069, 574, 1107, 611]","(239014.75737727128, 8062537.154153503)","(239015.08037727128, 8062536.839653502)"
300,tile_13338_16416.tif,"[722, 680, 765, 729]","(239011.80787727126, 8062536.253153503)","(239012.17337727128, 8062535.836653503)"
301,tile_13338_1824.tif,"[1343, 571, 1369, 620]","(238893.05437727127, 8062537.179653502)","(238893.27537727126, 8062536.763153503)"
302,tile_13338_1824.tif,"[783, 709, 817, 737]","(238888.29437727126, 8062536.006653503)","(238888.58337727128, 8062535.768653503)"
303,tile_13338_1824.tif,"[1736, 300, 1776, 339]","(238896.39487727126, 8062539.483153502)","(238896.73487727126, 8062539.151653502)"
304,tile_13338_1824.tif,"[1682, 373, 1710, 406]","(238895.93587727126, 8062538.862653502)","(238896.17387727127, 8062538.582153503)"
305,tile_13338_1824.tif,"[151, 55, 198, 92]","(238882.92237727126, 8062541.565653503)","(238883.32187727126, 8062541.251153503)"
306,tile_13338_18240.tif,"[24, 812, 59, 835]","(239021.3788772713, 8062535.1311535025)","(239021.6763772713, 8062534.935653502)"
307,tile_13338_18240.tif,"[43, 389, 91, 413]","(239021.5403772713, 8062538.726653502)","(239021.9483772713, 8062538.522653502)"
308,tile_13338_18240.tif,"[39, 643, 64, 668]","(239021.5063772713, 8062536.567653502)","(239021.71887727128, 8062536.355153503)"
309,tile_13338_18240.tif,"[4, 585, 25, 610]","(239021.2088772713, 8062537.060653502)","(239021.38737727128, 8062536.848153503)"
310,tile_13338_18240.tif,"[11, 44, 60, 66]","(239021.26837727128, 8062541.659153502)","(239021.6848772713, 8062541.4721535025)"
311,tile_13338_3648.tif,"[34, 847, 65, 868]","(238897.43187727127, 8062534.833653502)","(238897.69537727127, 8062534.655153503)"
312,tile_13338_3648.tif,"[768, 137, 817, 182]","(238903.67087727127, 8062540.868653502)","(238904.0873772713, 8062540.486153503)"
313,tile_13338_3648.tif,"[415, 319, 464, 350]","(238900.67037727128, 8062539.321653502)","(238901.08687727127, 8062539.058153503)"
314,tile_13338_3648.tif,"[57, 748, 101, 769]","(238897.62737727127, 8062535.675153502)","(238898.00137727128, 8062535.496653503)"
315,tile_13338_3648.tif,"[462, 212, 499, 256]","(238901.06987727128, 8062540.231153502)","(238901.3843772713, 8062539.857153502)"
316,tile_13338_5472.tif,"[1063, 493, 1085, 536]","(238921.68237727127, 8062537.842653503)","(238921.86937727127, 8062537.477153502)"
317,tile_13338_5472.tif,"[449, 647, 478, 673]","(238916.46337727128, 8062536.533653502)","(238916.70987727126, 8062536.312653502)"
318,tile_13338_5472.tif,"[1555, 900, 1575, 935]","(238925.86437727127, 8062534.383153503)","(238926.03437727128, 8062534.0856535025)"
319,tile_13338_5472.tif,"[1350, 588, 1391, 636]","(238924.12187727127, 8062537.035153503)","(238924.47037727127, 8062536.627153503)"
320,tile_13338_5472.tif,"[837, 372, 866, 406]","(238919.76137727126, 8062538.871153503)","(238920.00787727127, 8062538.582153503)"
321,tile_13338_7296.tif,"[1438, 158, 1466, 207]","(238940.37387727128, 8062540.690153503)","(238940.6118772713, 8062540.273653503)"
322,tile_13338_7296.tif,"[875, 108, 913, 139]","(238935.58837727128, 8062541.115153503)","(238935.9113772713, 8062540.851653502)"
323,tile_13338_7296.tif,"[1519, 353, 1547, 382]","(238941.06237727127, 8062539.032653502)","(238941.30037727128, 8062538.786153503)"
324,tile_13338_7296.tif,"[582, 938, 628, 981]","(238933.0978772713, 8062534.060153502)","(238933.48887727127, 8062533.694653503)"
325,tile_13338_7296.tif,"[1446, 313, 1476, 344]","(238940.44187727128, 8062539.372653502)","(238940.6968772713, 8062539.109153503)"
326,tile_13338_9120.tif,"[1058, 378, 1095, 407]","(238952.64787727126, 8062538.820153503)","(238952.96237727127, 8062538.573653502)"
327,tile_13338_9120.tif,"[492, 421, 515, 468]","(238947.83687727127, 8062538.454653502)","(238948.03237727127, 8062538.055153502)"
328,tile_13338_9120.tif,"[1401, 384, 1442, 416]","(238955.56337727126, 8062538.769153503)","(238955.91187727128, 8062538.497153503)"
329,tile_13338_9120.tif,"[1212, 510, 1245, 532]","(238953.95687727127, 8062537.698153502)","(238954.23737727126, 8062537.511153502)"
330,tile_13338_9120.tif,"[922, 372, 964, 401]","(238951.49187727127, 8062538.871153503)","(238951.84887727126, 8062538.624653502)"
331,tile_14364_0.tif,"[1188, 273, 1227, 311]","(238876.23287727128, 8062530.991653503)","(238876.56437727128, 8062530.668653503)"
332,tile_14364_0.tif,"[273, 511, 297, 547]","(238868.45537727128, 8062528.968653503)","(238868.65937727128, 8062528.662653503)"
333,tile_14364_0.tif,"[1450, 224, 1471, 257]","(238878.4598772713, 8062531.408153502)","(238878.63837727127, 8062531.127653503)"
334,tile_14364_0.tif,"[831, 416, 859, 437]","(238873.19837727127, 8062529.776153503)","(238873.43637727128, 8062529.597653503)"
335,tile_14364_0.tif,"[634, 182, 663, 222]","(238871.52387727128, 8062531.765153503)","(238871.77037727128, 8062531.425153502)"
336,tile_14364_10944.tif,"[1758, 357, 1790, 381]","(238974.10187727129, 8062530.277653502)","(238974.37387727128, 8062530.073653502)"
337,tile_14364_10944.tif,"[306, 450, 346, 470]","(238961.75987727128, 8062529.487153502)","(238962.09987727128, 8062529.317153502)"
338,tile_14364_10944.tif,"[682, 351, 708, 399]","(238964.95587727128, 8062530.328653502)","(238965.1768772713, 8062529.920653502)"
339,tile_14364_10944.tif,"[1464, 368, 1505, 412]","(238971.60287727127, 8062530.184153503)","(238971.9513772713, 8062529.810153503)"
340,tile_14364_10944.tif,"[847, 669, 881, 708]","(238966.35837727127, 8062527.6256535025)","(238966.6473772713, 8062527.294153502)"
341,tile_14364_12768.tif,"[535, 135, 560, 168]","(238979.2103772713, 8062532.164653502)","(238979.42287727128, 8062531.884153503)"
342,tile_14364_12768.tif,"[860, 326, 889, 367]","(238981.97287727127, 8062530.541153503)","(238982.21937727128, 8062530.192653502)"
343,tile_14364_12768.tif,"[177, 265, 199, 313]","(238976.16737727128, 8062531.059653503)","(238976.3543772713, 8062530.651653502)"
344,tile_14364_12768.tif,"[792, 557, 822, 606]","(238981.39487727126, 8062528.577653503)","(238981.64987727127, 8062528.161153503)"
345,tile_14364_12768.tif,"[365, 782, 385, 831]","(238977.76537727128, 8062526.6651535025)","(238977.93537727126, 8062526.248653502)"
346,tile_14364_14592.tif,"[1540, 63, 1589, 101]","(239003.25687727128, 8062532.776653502)","(239003.67337727128, 8062532.453653502)"
